NIM,Nama,Tahun,Arsitektur dan Organisasi Komputer,Aljabar Linier dan Matriks,Pancasila,Etika Profesi,Pemrograman Dasar,Bahasa Indonesia,Basis Data,Jaringan Komputer,Agama Islam,Matematika Diskrit,Kecerdasan Buatan,Sains Komputasi,Struktur Data,Statistika,Pemrograman Berbasis Platform,Sistem Operasi,Kewarganegaraan,Pemrograman Berorientasi Obyek,Interaksi Manusia dan Komputer,Matematika,Total_SKS,IPK,Minat_Jurusan
260095,Agus Susanto,2026,3.7,3.0,2.7,2.7,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,3.3,1.0,2.0,3.3,3.7,2.7,3.7,60,2.89,AI Engineering
260096,Hendra Lestari,2026,3.3,2.7,3.3,2.7,1.0,2.0,2.3,3.3,2.7,2.0,4.0,4.0,2.0,3.0,3.0,2.7,3.0,2.7,2.7,4.0,60,2.82,AI Engineering
260097,Nyoman Santoso,2026,3.7,3.7,3.7,2.3,3.0,2.7,3.0,2.7,2.0,4.0,1.0,1.0,4.0,3.3,4.0,4.0,2.0,3.0,2.7,1.0,60,2.84,RPL
260098,Dewi Barus,2026,3.3,3.3,2.0,3.3,3.3,1.0,4.0,3.7,2.0,2.0,2.3,4.0,4.0,3.3,3.3,3.7,3.0,3.0,3.3,2.7,60,3.02,Cyber Security
260099,Made Zulkarnain,2026,2.0,3.7,3.0,3.7,2.0,3.0,2.7,4.0,3.0,2.3,1.0,1.0,2.7,2.3,2.3,3.3,1.0,4.0,3.7,4.0,60,2.73,Cyber Security
260100,Dedi Pratama,2026,3.0,2.3,3.3,3.3,2.0,2.3,1.0,4.0,3.7,2.0,3.7,3.7,2.0,4.0,1.0,3.7,4.0,3.3,3.7,4.0,60,3.0,AI Engineering
260101,Euis Aminah,2026,4.0,2.7,2.3,3.7,2.7,3.3,2.3,3.3,3.3,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.3,1.0,3.3,3.0,60,2.86,Cyber Security
260102,Tania Ramadhan,2026,3.3,4.0,2.3,3.7,3.7,3.3,3.3,2.0,4.0,2.0,2.3,1.0,3.3,2.3,2.0,1.0,2.0,3.7,1.0,1.0,60,2.56,RPL
260103,Euis Lubis,2026,2.7,4.0,3.7,3.0,2.0,4.0,4.0,4.0,2.0,2.7,2.7,4.0,4.0,4.0,4.0,3.7,1.0,2.3,1.0,2.7,60,3.08,Cyber Security
260104,Fajar Nasution,2026,4.0,3.0,2.0,2.0,1.0,4.0,3.3,3.0,3.7,3.3,3.0,4.0,1.0,4.0,3.3,3.3,2.3,4.0,3.7,3.7,60,3.08,AI Engineering
260105,Hendra Chaniago,2026,4.0,2.0,1.0,2.3,4.0,4.0,3.3,3.3,4.0,2.3,2.0,4.0,4.0,4.0,3.0,3.3,1.0,3.7,2.7,3.0,60,3.05,RPL
260106,Taufik Barus,2026,2.0,2.3,3.7,4.0,3.0,1.0,4.0,4.0,3.7,2.3,3.3,3.0,3.7,3.3,3.7,4.0,4.0,3.3,3.3,4.0,60,3.28,RPL
260107,Zaki Hasibuan,2026,1.0,3.7,3.7,3.0,3.0,3.3,3.0,2.7,1.0,2.3,4.0,3.3,3.0,3.3,2.7,2.3,1.0,3.3,2.0,3.3,60,2.74,AI Engineering
260108,Rosa Wijaya,2026,2.0,3.7,2.3,2.7,3.7,2.0,3.0,3.0,4.0,3.7,3.0,4.0,3.0,3.0,3.7,2.7,1.0,3.3,3.0,3.0,60,2.99,AI Engineering
260109,Rosa Siahaan,2026,2.0,4.0,4.0,1.0,3.0,3.0,3.7,3.0,1.0,3.0,3.3,2.0,4.0,3.0,2.7,2.0,2.7,3.0,1.0,2.3,60,2.69,RPL
260110,Iwan Kurniawan,2026,2.7,3.7,2.3,2.7,4.0,2.7,3.3,1.0,2.7,1.0,3.7,2.0,4.0,4.0,3.3,1.0,4.0,3.3,2.7,1.0,60,2.75,RPL
260111,Budi Setiawan,2026,4.0,4.0,4.0,3.0,4.0,4.0,3.3,2.0,4.0,3.0,3.7,4.0,3.7,2.7,1.0,4.0,3.7,3.0,2.7,3.7,60,3.38,RPL
260112,Made Fitriani,2026,3.3,3.7,3.7,3.0,2.0,3.7,3.7,4.0,4.0,2.3,3.7,4.0,2.3,4.0,4.0,3.7,2.7,4.0,3.7,3.0,60,3.42,Cyber Security
260113,Dewi Harahap,2026,2.3,2.7,2.0,4.0,1.0,3.7,3.0,3.3,1.0,3.3,2.0,3.0,1.0,3.3,3.7,3.3,2.0,4.0,1.0,2.3,60,2.59,Cyber Security
260114,Iwan Zulkarnain,2026,1.0,2.0,3.3,3.7,2.0,2.7,2.0,3.0,2.3,3.0,3.7,3.3,2.3,3.7,3.0,3.0,2.0,2.0,3.3,3.3,60,2.73,Cyber Security
260115,Rizky Siahaan,2026,2.0,2.0,3.0,4.0,2.7,2.0,3.0,3.3,3.0,3.7,3.7,4.0,3.0,3.7,4.0,3.3,2.7,2.3,3.0,3.3,60,3.08,Cyber Security
260116,Laila Sari,2026,3.3,4.0,3.7,2.3,3.7,3.3,1.0,1.0,3.7,2.7,3.3,3.0,3.0,4.0,3.3,3.3,3.0,2.7,2.7,3.7,60,3.04,AI Engineering
260117,Bagas Pratama,2026,4.0,3.0,2.3,2.3,3.3,2.0,4.0,2.7,3.3,2.7,1.0,1.0,4.0,2.0,3.3,2.0,3.7,3.3,4.0,2.0,60,2.79,RPL
260118,Fajar Mulyono,2026,2.7,3.7,3.0,4.0,3.0,1.0,3.7,3.7,2.3,2.0,2.7,3.3,3.7,3.0,3.7,3.0,3.7,1.0,1.0,1.0,60,2.76,Cyber Security
260119,Siska Hardi,2026,1.0,3.7,2.7,3.7,2.3,3.3,4.0,4.0,4.0,2.0,2.7,2.0,1.0,2.3,3.3,3.0,3.7,1.0,4.0,3.7,60,2.87,Cyber Security
260120,Euis Kurniawan,2026,2.7,3.3,4.0,2.0,4.0,3.0,3.0,1.0,1.0,3.3,2.7,1.0,3.0,3.7,2.0,1.0,4.0,3.3,3.7,3.7,60,2.77,RPL
260121,Agus Siahaan,2026,4.0,2.0,4.0,2.7,3.0,2.7,2.3,3.3,1.0,1.0,3.7,3.7,3.3,3.7,4.0,2.7,2.0,3.3,2.0,3.0,60,2.87,AI Engineering
260122,Made Zulkarnain,2026,1.0,3.0,1.0,2.7,2.7,3.0,2.3,2.3,2.0,2.7,3.7,3.3,1.0,3.7,1.0,2.7,4.0,3.0,4.0,4.0,60,2.66,AI Engineering
260123,Ayu Santoso,2026,2.7,4.0,3.0,3.0,2.3,3.7,3.0,3.3,3.3,4.0,3.3,3.0,2.7,3.0,1.0,3.7,4.0,2.3,2.7,4.0,60,3.1,Cyber Security
260124,Nina Pratama,2026,2.0,2.3,4.0,2.0,3.7,2.7,3.7,1.0,2.3,4.0,3.7,3.7,4.0,2.3,2.0,2.7,4.0,4.0,3.0,1.0,60,2.91,RPL
260125,Dedi Wulandari,2026,4.0,1.0,3.3,3.0,2.0,3.7,3.3,3.3,1.0,2.3,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.3,2.7,3.0,60,2.8,Cyber Security
260126,Hana Sitepu,2026,2.3,4.0,3.7,2.7,4.0,2.3,3.7,3.7,2.7,3.0,4.0,4.0,2.0,4.0,2.7,2.7,3.0,4.0,4.0,4.0,60,3.33,AI Engineering
260127,Dewi Saputra,2026,2.3,3.3,3.0,3.3,2.0,2.3,2.3,4.0,4.0,3.3,2.7,3.0,4.0,2.7,2.7,3.3,1.0,2.7,3.0,2.0,60,2.85,Cyber Security
260128,Lani Pasaribu,2026,3.3,2.7,3.0,2.7,4.0,3.3,4.0,2.7,2.7,3.7,2.7,3.3,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.7,60,3.14,RPL
260129,Putu Ginting,2026,3.0,4.0,3.3,2.0,4.0,1.0,4.0,3.3,3.3,2.3,3.0,2.0,3.0,3.3,3.0,3.7,2.0,4.0,2.7,4.0,60,3.05,RPL
260130,Budi Nasution,2026,2.3,2.3,2.0,2.0,3.7,3.0,3.3,3.7,1.0,3.7,4.0,2.7,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,60,2.58,RPL
260131,Eko Siahaan,2026,2.3,2.0,2.3,1.0,3.3,3.0,3.7,2.7,2.7,3.7,1.0,3.0,3.7,3.7,3.0,3.7,2.7,4.0,3.3,3.7,60,2.93,RPL
260132,Putu Barus,2026,3.0,3.0,2.7,2.3,3.0,3.7,4.0,2.3,3.0,2.0,3.7,3.7,4.0,2.0,3.0,4.0,3.7,3.0,2.3,2.7,60,3.06,RPL
260133,Iwan Fitriani,2026,2.0,3.0,2.3,2.3,2.0,3.0,3.0,4.0,4.0,2.7,3.0,4.0,3.7,3.0,3.0,3.0,4.0,3.3,2.3,3.3,60,3.04,AI Engineering
260134,Dewi Ginting,2026,2.7,2.0,1.0,3.3,2.7,2.0,4.0,3.3,3.3,2.0,1.0,3.7,3.3,3.0,2.3,3.7,3.3,2.0,1.0,4.0,60,2.68,Cyber Security
260135,Rosa Sembiring,2026,1.0,1.0,3.7,2.7,2.0,3.0,3.0,1.0,2.3,2.3,4.0,3.7,3.0,3.3,3.7,2.3,2.3,2.7,3.3,3.3,60,2.68,AI Engineering
260136,Agus Susanto,2026,2.7,3.7,2.7,3.7,3.3,2.3,4.0,2.7,4.0,2.7,3.7,3.0,3.7,1.0,2.7,1.0,3.3,3.3,3.3,2.3,60,2.95,RPL
260137,Nyoman Lestari,2026,3.7,2.7,3.0,3.7,3.0,3.7,2.3,3.7,2.7,1.0,3.7,3.7,1.0,3.7,2.7,2.0,2.7,3.0,3.3,3.3,60,2.93,AI Engineering
260138,Gita Wulandari,2026,2.7,1.0,4.0,3.7,2.7,4.0,2.7,3.3,3.0,4.0,3.3,3.7,1.0,3.3,3.7,3.0,2.0,3.7,2.0,3.7,60,3.03,AI Engineering
260139,Iwan Chaniago,2026,2.7,3.3,2.0,3.0,3.7,3.0,4.0,2.3,4.0,1.0,3.7,3.3,3.0,2.3,1.0,3.0,1.0,3.0,2.3,2.3,60,2.69,RPL
260140,Indah Chaniago,2026,2.7,2.7,2.0,3.7,3.7,3.7,2.3,4.0,2.7,3.7,2.0,2.7,2.0,1.0,2.3,3.0,2.3,4.0,3.3,3.3,60,2.85,Cyber Security
260141,Dewi Ginting,2026,2.7,4.0,2.0,3.3,3.3,3.7,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.3,3.7,3.0,4.0,60,2.75,RPL
260142,Lani Santoso,2026,2.7,4.0,2.7,3.3,3.0,2.3,3.7,4.0,3.3,3.0,4.0,2.7,3.3,3.0,3.0,4.0,3.0,1.0,3.0,2.3,60,3.06,Cyber Security
260143,Agus Zulkarnain,2026,3.7,2.0,2.7,2.3,3.0,1.0,3.3,2.3,4.0,1.0,2.7,2.7,3.0,3.7,3.7,3.3,4.0,3.7,2.0,3.0,60,2.86,RPL
260144,Indah Manurung,2026,1.0,1.0,3.0,3.3,2.7,3.7,3.3,3.7,4.0,2.3,4.0,3.0,2.3,3.0,2.0,2.7,3.3,3.7,3.3,3.3,60,2.93,AI Engineering
260145,Vina Puspita,2026,2.7,2.7,3.3,1.0,4.0,3.0,2.0,3.3,3.3,2.3,3.0,3.3,3.7,3.0,4.0,2.3,3.3,2.0,4.0,3.7,60,3.0,AI Engineering
260146,Bagas Nasution,2026,3.7,2.7,1.0,1.0,3.3,2.0,3.3,3.0,3.0,4.0,3.3,1.0,3.7,2.7,2.7,4.0,2.3,3.0,2.0,3.7,60,2.77,RPL
260147,Putu Siahaan,2026,1.0,2.3,3.0,3.0,4.0,1.0,4.0,3.7,2.0,4.0,3.3,4.0,2.0,3.0,2.0,3.0,4.0,3.3,3.3,2.3,60,2.91,Cyber Security
260148,Gita Santoso,2026,3.3,1.0,3.3,2.3,1.0,2.0,3.0,3.3,2.7,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,3.3,3.7,3.0,60,2.79,AI Engineering
260149,Siska Nasution,2026,1.0,3.7,4.0,4.0,4.0,1.0,2.3,1.0,3.3,2.0,3.3,3.7,3.0,3.0,4.0,3.3,3.7,1.0,4.0,3.7,60,2.95,AI Engineering
260150,Lani Mulyono,2026,2.3,3.7,2.0,1.0,3.7,2.0,3.3,2.0,2.0,3.7,2.0,3.0,3.3,3.7,4.0,2.7,3.0,3.7,4.0,2.7,60,2.89,RPL
260151,Indah Saputra,2026,3.0,2.7,2.7,3.3,3.3,2.3,3.3,3.0,2.7,4.0,3.3,3.3,1.0,4.0,4.0,3.3,3.0,4.0,2.0,2.7,60,3.04,Cyber Security
260152,Nina Tanjung,2026,1.0,1.0,1.0,3.3,3.7,1.0,3.3,2.3,1.0,1.0,1.0,2.3,3.7,4.0,2.0,2.7,2.7,3.3,4.0,1.0,60,2.27,RPL
260153,Fajar Ramadhan,2026,3.3,3.0,3.0,2.3,2.7,3.3,3.7,2.0,1.0,2.3,4.0,3.3,1.0,4.0,1.0,2.3,2.0,4.0,3.0,3.7,60,2.75,AI Engineering
260154,Dewi Pratama,2026,4.0,3.0,1.0,3.7,2.0,3.0,2.0,3.0,1.0,3.7,3.7,3.0,3.7,3.7,1.0,3.7,3.3,2.7,1.0,4.0,60,2.81,AI Engineering
260155,Hendra Rahayu,2026,4.0,1.0,3.0,4.0,3.3,2.7,4.0,3.7,2.0,3.0,3.7,3.0,2.0,3.0,2.7,2.0,3.0,3.3,2.7,3.7,60,2.99,AI Engineering
260156,Gani Simanjuntak,2026,4.0,2.0,3.3,4.0,2.3,3.3,3.3,3.3,1.0,2.3,1.0,2.0,3.0,2.7,2.7,3.7,3.7,2.0,3.7,3.3,60,2.83,Cyber Security
260157,Euis Pasaribu,2026,3.3,2.0,4.0,4.0,1.0,1.0,1.0,3.7,1.0,2.3,2.7,2.3,4.0,2.7,2.0,3.3,2.7,2.0,2.0,4.0,60,2.55,Cyber Security
260158,Andi Sari,2026,1.0,2.0,2.3,3.7,4.0,1.0,3.3,3.3,2.3,2.7,3.0,2.0,3.0,4.0,1.0,3.0,2.3,4.0,2.0,3.0,60,2.65,RPL
260159,Citra Lestari,2026,3.0,4.0,4.0,4.0,2.7,3.0,4.0,3.0,2.3,4.0,3.0,3.3,2.0,4.0,3.7,1.0,4.0,2.0,1.0,3.3,60,3.06,AI Engineering
260160,Ayu Utami,2026,2.0,4.0,1.0,2.0,1.0,2.3,2.7,2.7,3.0,3.3,3.3,4.0,3.0,3.3,2.0,2.0,3.0,2.3,2.0,3.0,60,2.59,AI Engineering
260161,Budi Mulyono,2026,3.0,4.0,1.0,3.0,3.7,3.0,4.0,3.7,3.0,3.0,3.3,4.0,3.3,3.7,2.3,3.7,2.7,2.7,2.7,4.0,60,3.19,AI Engineering
260162,Eko Tanjung,2026,3.3,2.3,3.3,2.3,4.0,2.3,4.0,2.7,1.0,3.3,2.3,1.0,3.3,3.7,3.7,3.0,3.7,3.3,2.0,1.0,60,2.78,RPL
260163,Rizky Siregar,2026,2.3,4.0,2.0,3.7,3.0,2.7,3.0,1.0,2.0,3.3,3.7,3.3,3.3,3.7,3.7,2.7,2.0,3.3,3.7,3.7,60,3.01,RPL
260164,Rosa Mulyono,2026,2.7,4.0,2.3,3.3,3.0,3.3,3.0,2.7,2.0,4.0,3.3,3.7,3.3,3.3,3.7,2.3,3.0,3.0,4.0,3.3,60,3.16,AI Engineering
260165,Euis Siregar,2026,3.0,3.3,2.0,3.3,3.0,3.0,1.0,3.3,2.0,3.0,2.7,2.7,2.3,4.0,2.0,3.7,3.3,3.0,3.3,2.3,60,2.81,Cyber Security
260166,Iwan Fitriani,2026,2.3,3.0,4.0,3.3,3.7,1.0,3.3,1.0,3.3,3.3,2.7,2.7,4.0,2.0,2.7,2.0,2.3,4.0,2.0,2.0,60,2.73,RPL
260167,Dedi Siregar,2026,3.0,4.0,2.0,4.0,3.3,4.0,3.3,4.0,2.3,3.7,3.0,2.3,3.3,2.3,3.3,3.7,2.7,3.3,3.0,2.3,60,3.14,Cyber Security
260168,Maya Pohan,2026,4.0,2.3,2.7,3.3,3.3,3.7,3.7,3.3,1.0,3.3,2.3,2.0,2.7,2.7,4.0,3.3,4.0,2.3,3.7,2.0,60,2.98,Cyber Security
260169,Laila Kurniawan,2026,3.7,2.0,2.7,3.0,3.3,3.0,3.3,3.0,2.0,3.7,3.7,3.7,3.7,1.0,3.0,4.0,3.0,4.0,2.0,2.7,60,3.03,RPL
260170,Joko Chaniago,2026,1.0,4.0,3.7,3.0,1.0,1.0,1.0,3.3,4.0,2.3,2.0,3.0,2.3,3.7,2.7,4.0,1.0,3.0,3.3,2.7,60,2.6,Cyber Security
260171,Taufik Ramadhan,2026,3.0,1.0,4.0,3.0,3.7,3.3,3.7,3.3,2.7,2.0,2.0,3.3,2.3,2.3,3.7,3.3,3.7,2.7,2.0,2.7,60,2.89,Cyber Security
260172,Putu Harahap,2026,4.0,4.0,1.0,3.3,2.0,3.3,4.0,2.7,4.0,3.3,4.0,3.3,2.7,3.7,2.3,4.0,4.0,3.3,3.0,3.0,60,3.25,AI Engineering
260173,Doni Susanto,2026,2.7,2.3,2.0,3.0,4.0,2.3,3.7,4.0,2.7,4.0,3.3,1.0,3.3,3.0,3.7,3.0,1.0,3.0,2.0,2.7,60,2.83,RPL
260174,Made Hasibuan,2026,2.7,4.0,2.3,4.0,1.0,1.0,3.0,3.0,3.7,4.0,1.0,3.0,2.0,3.0,3.7,3.7,2.7,2.7,1.0,2.7,60,2.71,Cyber Security
260175,Rizky Saputra,2026,1.0,3.7,2.3,2.3,4.0,4.0,2.0,2.3,4.0,4.0,3.7,3.3,4.0,3.3,2.7,2.0,2.0,3.3,2.3,4.0,60,3.01,AI Engineering
260176,Andi Susanto,2026,2.0,2.7,3.0,3.7,3.0,3.0,2.3,1.0,3.7,3.7,4.0,3.3,3.0,3.0,3.3,2.3,2.7,2.0,3.3,3.3,60,2.91,AI Engineering
260177,Doni Puspita,2026,3.0,4.0,3.0,4.0,2.0,2.3,2.0,3.0,3.3,2.3,1.0,4.0,1.0,3.3,2.3,3.7,4.0,3.3,3.3,2.0,60,2.84,Cyber Security
260178,Hendra Chaniago,2026,4.0,3.3,2.3,3.0,3.7,2.0,2.0,3.0,3.3,3.7,2.7,1.0,2.0,2.7,1.0,3.3,2.0,2.0,2.3,2.7,60,2.6,Cyber Security
260179,Maya Ramadhan,2026,2.0,2.3,3.3,1.0,3.7,3.0,3.0,2.7,3.7,4.0,2.3,1.0,3.7,2.3,2.7,2.3,2.7,3.7,2.3,3.7,60,2.77,RPL
260180,Andi Lestari,2026,1.0,1.0,2.3,3.0,4.0,2.7,3.0,3.3,3.0,2.3,4.0,3.7,3.3,2.3,3.0,3.3,3.3,3.7,2.3,4.0,60,2.92,Cyber Security
260181,Joko Barus,2026,3.7,2.0,2.3,3.3,3.3,2.7,4.0,4.0,1.0,3.0,1.0,2.3,3.3,1.0,4.0,2.7,2.0,3.7,3.3,2.0,60,2.73,RPL
260182,Dadan Saputra,2026,3.0,3.7,2.7,1.0,3.3,4.0,2.7,3.3,4.0,2.3,3.0,4.0,2.0,3.0,2.7,2.3,2.7,2.3,3.0,3.7,60,2.94,AI Engineering
260183,Tania Aminah,2026,2.3,1.0,2.7,3.3,3.0,1.0,3.3,3.7,2.0,3.0,2.0,3.0,4.0,1.0,3.7,2.0,2.3,3.3,2.0,3.7,60,2.61,RPL
260184,Rosa Aminah,2026,2.7,4.0,2.3,2.7,2.7,3.3,2.7,2.7,3.3,1.0,3.3,4.0,2.0,3.0,3.7,2.0,1.0,2.3,3.3,3.7,60,2.79,AI Engineering
260185,Dadan Hardi,2026,2.7,3.0,2.3,2.0,3.7,2.3,4.0,3.0,3.0,3.7,4.0,3.0,3.3,3.7,2.0,4.0,4.0,3.0,2.3,4.0,60,3.15,AI Engineering
260186,Taufik Manurung,2026,2.3,2.7,3.7,2.7,1.0,2.3,2.3,2.7,2.3,3.7,3.7,3.0,4.0,3.0,2.3,3.7,3.3,2.0,2.7,4.0,60,2.87,AI Engineering
260187,Andi Mahendra,2026,3.7,3.3,3.3,1.0,4.0,3.7,3.0,3.7,2.0,3.7,2.7,3.3,3.3,2.3,4.0,1.0,3.0,4.0,2.3,3.0,60,3.01,RPL
260188,Lani Aminah,2026,3.0,2.0,3.7,3.3,1.0,4.0,2.0,3.7,2.7,3.3,1.0,3.7,3.7,3.3,4.0,3.0,2.7,3.0,2.3,2.7,60,2.91,Cyber Security
260189,Ayu Manurung,2026,1.0,3.3,3.7,3.0,4.0,2.3,3.3,3.7,3.0,4.0,3.0,2.0,4.0,3.3,3.0,3.3,3.7,3.3,2.3,4.0,60,3.16,RPL
260190,Dedi Simanjuntak,2026,4.0,3.3,2.0,3.3,3.3,2.7,3.0,4.0,3.3,3.7,2.7,3.0,3.0,4.0,2.3,2.0,3.0,3.0,3.3,3.0,60,3.09,RPL
260191,Joko Mulyono,2026,1.0,2.3,3.7,2.0,3.7,1.0,4.0,1.0,4.0,2.3,3.3,3.0,3.0,2.0,3.3,3.3,3.7,3.7,2.3,3.0,60,2.78,RPL
260192,Bambang Ramadhan,2026,3.0,1.0,3.7,3.0,3.3,1.0,3.7,3.3,3.3,1.0,2.3,1.0,4.0,4.0,2.0,1.0,2.0,3.7,2.0,3.0,60,2.57,RPL
260193,Andi Siregar,2026,3.3,2.7,3.7,1.0,2.3,2.7,2.7,4.0,3.0,4.0,3.3,3.3,2.7,3.3,3.3,2.0,1.0,3.3,3.0,3.3,60,2.89,AI Engineering
260194,Gani Pasaribu,2026,2.7,3.7,4.0,4.0,3.0,3.3,3.3,4.0,1.0,3.3,3.0,4.0,3.0,2.7,4.0,2.0,2.0,3.0,1.0,3.7,60,3.04,RPL
260195,Eko Santoso,2026,2.0,1.0,2.3,3.7,1.0,3.3,4.0,4.0,2.0,3.0,2.7,3.3,3.7,3.7,2.7,3.0,4.0,3.0,3.0,2.0,60,2.87,Cyber Security
260196,Zaki Setiawan,2026,1.0,2.3,3.0,4.0,3.3,2.0,2.7,3.0,3.7,2.3,1.0,3.7,2.0,3.0,2.3,3.7,2.0,1.0,2.0,3.0,60,2.55,Cyber Security
260197,Euis Utami,2026,3.3,2.0,2.7,4.0,3.7,3.7,3.3,2.3,2.7,2.7,2.7,4.0,3.0,2.3,2.0,3.3,2.7,3.3,3.3,2.3,60,2.96,RPL
260198,Bambang Mahendra,2026,2.0,3.7,3.7,3.7,3.3,1.0,3.7,2.3,4.0,4.0,2.0,2.3,4.0,1.0,4.0,4.0,3.7,3.0,2.0,3.3,60,3.04,RPL
260199,Bagas Siahaan,2026,2.7,1.0,3.7,3.3,2.3,2.0,3.7,3.3,3.7,2.0,1.0,3.7,2.7,4.0,2.7,3.0,3.3,4.0,3.3,2.0,60,2.87,Cyber Security
260200,Taufik Chaniago,2026,3.0,2.7,3.3,3.0,3.0,3.0,3.7,3.3,4.0,3.7,2.7,1.0,2.0,2.3,2.7,3.0,4.0,2.3,3.7,3.0,60,2.97,Cyber Security
